4597	4314	3
4597	2880	2
4597	4241	2
4314	3952	2
4314	1710	3
4314	1885	2
4314	1312	4
4314	2921	4
4314	5077	3
4314	808	2
4314	4370	2
4314	4959	6
4314	2190	26
4314	3366	4
4314	5085	7
4314	3476	4
4314	2224	16
4314	1773	3
4314	2465	2
4314	3961	2
4314	1398	5
4314	532	2
4314	1532	8
4314	2169	3
4314	1907	4
4314	3556	2
4314	4668	153
4314	4697	10
4314	2620	2
4314	3807	14
4314	1360	3
4314	3894	14
4314	422	6
4314	4644	2
4314	2876	16
4314	3648	3
4314	1890	2
4314	1392	9
4314	4275	2
4314	752	8
4314	1835	6
4314	4123	2
4314	2300	22
4314	948	2
4314	902	3
4314	1888	2
4314	74	16
4314	3509	8
4314	1252	2
4314	365	18
4314	4753	5
4314	8	10
4314	764	2
4314	2901	2
4314	1024	2
4314	4732	2
4314	877	12
4314	364	2
4314	850	3
4314	1309	2
4314	3977	3
4314	3273	2
4314	2504	6
4314	4867	14
4314	1893	10
4314	4164	2
4314	1015	6
4314	2470	4
4314	3756	2
4314	58	13
4314	3100	18
4314	4237	2
4314	237	2
4314	1025	8
4314	2745	10
4314	615	2
4314	1613	2
4314	5147	6
4314	134	2
4314	2007	3
4314	17	21
4314	3463	2
4314	4531	2
4314	4224	7
4314	2047	2
4314	1594	2
4314	3347	4
4314	4353	6
4314	1232	5
4314	671	2
4314	3222	2
4314	2992	6
4314	4769	3
4314	1239	2
4314	4568	6
4314	3511	2
4314	813	13
4314	2366	2
4314	1729	2
4314	728	3
4314	5067	2
4314	3896	2
4314	1900	3
4314	5209	2
4314	4802	2
4314	4236	2
4314	3016	2
4279	4448	2
4279	4649	8
4279	1009	3
4279	83	2
920	4370	3
920	995	3
920	3772	3
920	3575	2
4089	3874	2
4089	5108	2
1175	375	5
931	4239	7
931	2755	3
4239	416	3
1710	2174	2
1710	3769	16
1710	4486	43
1710	160	2
1885	3640	2
1885	2725	2
3867	3966	5
3867	11	8
3867	1166	4
3867	2289	4
1749	3243	3
3758	343	2
3758	520	3
3758	160	2
3520	2574	13
3520	2096	6
3520	4543	20
3520	4309	2
2921	4250	3
2921	4370	2
2921	4959	3
2921	657	4
2921	2190	2
2921	1653	2
2921	2385	2
2921	3164	3
2921	2224	4
2921	1773	2
2921	3090	2
2921	2739	6
2921	1975	2
2921	8	2
2921	764	8
2921	1962	4
2921	2262	4
2921	1580	3
2921	4948	2
2921	4671	3
2921	3289	2
2921	223	2
2921	36	4
2921	3321	2
2921	3943	2
2921	4723	8
2921	143	2
2921	1373	2
2921	620	2
2921	903	2
2921	4581	5
3663	982	2
3663	2546	12
3663	2549	3
2038	2804	4
2038	3556	4
2038	1613	2
744	3079	2
744	1584	3
3569	2128	2
1289	4719	3
1289	128	3
1289	4573	2
4206	3509	2
2304	3249	2
4882	3142	2
5077	1538	3
126	4635	7
1707	101	2
55	995	3
3248	918	2
3248	1773	3
3248	1802	2
3248	2126	3
4537	4668	4
3183	3774	2
3183	587	8
3183	1284	2
4873	5204	2
4596	1085	6
3881	2342	2
3881	2165	3
3881	2917	2
3881	4271	2
3881	3074	8
3881	2198	4
3881	2639	5
3323	4370	4
3382	4778	4
2807	1854	3
2807	3394	3
3589	3798	3
3589	1457	3
3528	101	2
824	2344	4
824	622	5
824	3921	8
4593	230	5
3578	779	2
3364	1773	2
3364	1802	2
3364	506	2
3494	1475	14
3992	4370	16
3992	4931	2
3992	1235	2
3992	1377	5
3992	2280	5
3992	3774	3
3992	1888	3
3992	764	2
3992	587	5
3992	2668	2
3992	174	3
3992	4276	3
3992	1400	3
3992	4778	2
1728	4875	2
737	622	3
737	2688	4
737	588	2
737	3921	4
737	707	2
2487	2217	12
2487	1854	2
2487	3324	3
2487	1377	2
2487	1888	5
2487	764	3
2487	4510	2
2487	4151	2
2487	587	13
2487	1574	2
4426	888	2
4433	3960	3
4433	1848	5
4433	3556	8
4433	2518	3
4433	153	3
4433	4613	3
4433	1025	3
2383	4241	2
972	3574	2
972	2620	3
972	2453	4
972	8	3
972	2096	2
3052	230	6
4250	4370	6
4250	2935	2
4250	3960	2
4250	2518	2
4250	2447	6
4250	2620	6
4250	3394	2
4250	8	3
4250	230	4
4250	1227	2
4250	3289	2
4250	2382	2
4250	5108	2
4250	4723	2
4144	1613	4
4144	1184	4
4144	4641	9
4144	1162	2
4144	658	3
4144	4211	4
4144	5213	3
390	5218	3
390	4276	5
1863	1456	8
1863	598	5
1863	114	3
3480	1417	2
4135	1382	2
4135	3324	5
4135	4160	2
4135	2852	5
4135	5131	11
4135	2516	2
4135	3448	2
4135	2892	2
385	4893	2
385	2305	2
385	101	7
385	230	9
385	1135	2
820	3966	2
2394	2385	3
2394	2456	3
2394	903	7
631	4330	2
631	2546	3
2630	2303	2
4008	4308	2
1822	1477	2
1822	101	3
1822	2700	2
1822	4563	4
1822	41	2
1822	625	6
3818	1134	2
3818	4330	2
3818	2546	15
4056	237	3
2225	2621	8
2225	3556	7
2225	4464	6
2763	3730	17
2763	3637	3
2763	2986	2
4808	3086	6
4971	2139	5
4971	1106	8
4971	1870	3
4971	288	9
4971	764	13
4971	2574	4
4971	1893	3
4971	4543	3
4971	1613	11
4971	4146	2
4971	506	3
4971	4021	2
4971	5127	2
4971	1614	3
2405	4649	2
2405	4149	2
647	52	2
647	3777	2
647	1005	4
1595	352	2
3101	3839	3
2863	2467	2
2863	2025	2
2863	2012	2
2863	1827	2
2863	1518	2
2863	4778	2
808	933	2
2831	4370	4
2831	5218	3
2429	1577	3
2429	933	2
4448	4649	4
4448	474	2
4448	904	2
4448	3453	8
3456	4668	3
3456	764	5
62	995	2
62	5105	2
62	74	2
4719	128	3
982	4937	5
982	3871	3
982	1004	3
982	724	5
982	2096	2
982	1613	2
982	2102	2
1929	4649	4
1929	4149	2
1929	4919	2
2217	4510	8
3501	3340	2
497	4370	15
1764	4397	7
1764	2623	3
1764	472	14
1764	1447	5
3958	515	3
3958	1826	3
3958	3079	2
3958	4619	2
3958	101	2
3958	230	4
3958	4885	2
3958	587	2
3958	7	2
3958	2627	4
394	4149	7
394	3774	2
394	3341	2
394	989	4
2754	4149	4
1539	515	4
1539	3243	3
4370	2868	3
4370	4025	7
4370	771	2
4370	515	5
4370	2070	3
